,k1,k2,kdam,phi,Sh,P0,N0,H0
0,66236.41469259655,0.6409318275758432,0.014993636858556297,2.7614721256951975e-07,0.20188862177157288,316.4670972722365,136693360.31008682,14.439002712432728
