,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.010735296628435025,2.7538040423684686e-16,0.02028438245005422,0.043567663637102516,4.9407881899383656e-06,1306106.4436069278,20000000.0,304.8351385251838,2223195.0429300996
