,k1,k2,kdam,phi,Sh,P0,N0,H0
0,7631.069717169609,0.2906255220483722,1.3048285684980465e-05,1.8236832139748567e-08,0.05140611315108567,48.27971717510088,5232781.582251899,4.338178151996153
