,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.4764600335767178e-06,0.30721003241583866,0.07005997752236579,2.854592500148656e-07,0.0007964025950815111,2461.1481997246833,4827225.642782,314.61470536728933
