,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.002832353490746436,4.2240857476104575e-16,0.01259183624182329,0.00016687927001563676,7.515070799103674e-07,1227967.4969575265,20000000.0,313.76208536538417,53605.65394973353
