,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.00219804293015204,1.3725847182582441e-19,4.306039128203278e-05,1.0813097236551224e-08,5.783847155660019e-07,1202552.1804916214,20000000.0,326.61593093752913,58780.6613071572
