,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.008818975338876529,2.3326541848386336e-16,0.06100569760650288,0.03018668251299671,1.020762266199823e-05,191693.32164690315,20000000.0,147.33390176073945,292993.712954855
