,k1,k2,kdam,phi,Sh,D0,N0,H0
0,2.0683072038923015e-06,0.30410523944580053,0.14031354316422467,2.4564765837531395e-07,0.0010923512841873363,2331.3453869282566,4000066.14680447,315.6651315803406
