,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.006197708623978283,7.853224027051742e-16,0.21642881775749898,0.0020580603854893193,1.1474689925605624e-06,359916.5480931588,20000000.0,322.8519840548369,148700.64769266904
