,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.4664131019908012e-06,0.5181605688961181,0.0716982576688908,3.73796073891155e-07,0.0004365358942351289,2474.1812903046734,7298402.092769311,320.6208688577311
