,k1,k2,kdam,phi,Sh,P0,N0,H0
0,1202.3247482140634,0.5027759565579272,0.010403863697099267,4.944124053372039e-07,7.156804330901449,3269.8278853343595,53125841.09642344,24.949306134625058
