,k1,k2,kdam,phi,Sh,P0,N0,H0
0,90144.67092837987,0.1433573195317295,1.667134967175089e-05,1.0325046357681703e-08,0.0026929537369830905,284.3575271158993,72099716.05332766,0.30509196396032223
