,k1,k2,kdam,phi,Sh,D0,N0,H0
0,3.0560980407745578e-06,0.2418799997380778,0.06909598368222447,3.8644787374664e-06,0.01111994890713943,10405582.562267384,280270.1423881238,657.2550614095646
