,k1,k2,kdam,phi,Sh,P0,N0,H0
0,37124.16976549771,0.2618297025764265,3.4108975001072886e-05,2.6435820734002865e-07,0.025022301191024176,62.87207373622955,284501365.28106475,2.004439296207706
