,k1,k2,kdam,phi,Sh,D0,N0,H0
0,2.237542511886269e-06,0.5135633536415126,0.12582620560098848,5.878713456993008e-07,0.000690344322518347,2071.335412697515,21470237.425399464,306.6498320246831
