,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.004846018595883727,3.3764156514208323e-16,0.05850118607222043,0.0012696627681624375,1.6879611351236384e-06,306716.0708284029,20000000.0,365.123778060484,60869.54186821294
