,k1,k2,kdam,phi,Sh,P0,N0,H0
0,4233.821367673348,0.11582932187540168,0.00017184943245763563,5.2509325513028704e-08,0.2135951878860157,124.41332113398435,18367868.379506994,22.17035386956564
