,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.82614444985353e-06,1.0950985116900773,0.05504522488797043,1.8516371217827906e-07,0.0014034931611750987,2503.736858780798,14500263.520847073,313.38900836509004
