,k1,k2,kdam,phi,Sh,D0,N0,H0
0,8.115980852785267e-06,7.288851595795116,0.09012347292492451,6.668026572193301e-07,0.0009135394343622281,2569.6604765057577,150671471.3838392,313.9709358723422
