,k1,k2,kdam,phi,Sh,D0,N0,H0
0,2.1499990420364117e-06,0.9126200548749691,0.07335432538926658,3.7527071719851493e-07,0.001180492303059848,2410.2784329423184,17889132.048338942,314.4407612018795
