,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.0038704013878776123,3.4249544093388155e-17,0.00014942167110884594,0.0019010880360770517,1.536219174770885e-07,1183291.068995208,20000000.0,312.54542906375184,46627.4825557239
