,k1,k2,kdam,phi,Sh,D0,N0,H0
0,7.553272814358456e-07,0.5508960147054426,0.08404715385387031,1.008329247999688e-06,0.0010691458969180354,2297.291640237059,2820129.3225272107,313.3025416879958
