,k1,k2,kdam,phi,Sh,D0,N0,H0
0,0.0009939011970743724,0.24492591234869743,0.24232870793756034,9.43824014830065e-08,0.001347241430723003,2270.885393901151,246720021.32042098,325.0678818303012
