,k1,k2,kdam,phi,Sh,P0,N0,H0
0,35408.16754423944,0.40817828557005964,6.942743372913059e-06,5.286225896672768e-08,0.021666751877727517,32.09396854040348,42056633.41506966,1.7788767290766487
