,k1,k2,kdam,phi,Sh,D0,N0,H0
0,1.606614217345614e-05,5.177323664376848,0.4670796714761497,8.865558969258437e-07,0.0033593542916787646,2337.499399700047,98239078.17682819,309.03347580691576
