,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,D0
0,2e-06,0.6,0.0026443062249360155,4.792914698512769e-19,0.0001551624110935756,1.391973617154668e-08,5.50865080653928e-07,1388429.327822319,20000000.0,320.7840234663106,76043.19570030477
