,k1,k2,kdam,phi,Sh,kdams,phis,P0,N0,H0,S0
0,2e-06,0.6,0.0034233327064143314,3.861117095147931e-15,0.0024491725517155625,0.0019322366320272029,1.5885871820070867e-06,187697.0954464859,20000000.0,413.70576059973223,48578.05071719058
