,k1,k2,kdam,phi,Sh,P0,N0,H0
0,5214.905256565918,0.12666579773642694,0.0015651020460499992,3.025381486539568e-07,0.10225519588683246,482.01973836499906,26964738.860780478,18.74588907568752
